cl010014014	200	E 2803; N 2904; Clot bey C 34 n°6	momie d'ibis
cl010014015	200	E 2804; N 2903 F; Clot bey C 34 n°7	momie d'ibis
cl010014016	200	E 2800; N 2903 C; Clot bey C 34 n°3	momie d'ibis
cl010014017	200	E 2799; N 2903 B; Clot bey C 34 n°2	momie d'ibis
cl010014018	200	N 2906 B; Drovetti n°83	élément momifié ; momie de serpent
cl010014019	200	E 2821; N 2906 A; Clot bey C 34 n°24	momie de chat
cl010014020	200	N 2902; Salt n°3041	*CROC* momie de crocodile ; momie d'animal en gaine à tête dégagée
cl010014021	200	N 2881 C	momie de chat ; momie d'animal en gaine à tête dégagée
cl010014022	200	E 614; N 3793; Clot bey C 9 n°14; 1338 ?	cercueil de chat
cl010014023	200	E 2818; N 2883; AF 2055; Clot bey C 34 n°21	momie de chat
cl010014024	200	N 2675; Drovetti n°81; Champollion B. 108	cercueil de poisson
cl010014025	200	N 2889	momie de chat ; momie d'animal en gaine à tête dégagée
cl010014026	200	N 2676	momie de serpent
cl010014027	200	N 2906 F; E 2820; Clot bey C 34 n°23	élément momifié
cl010014028	200	N 2906 D; Drovetti n°83	élément momifié ; momie de serpent
cl010014029	200	N 4159 A	figurine
cl010014030	200	E 14068	sistre arqué ; simulacre
cl010014031	200	E 10911; D.1985.1.4	aryballe ; vase plastique
cl010014032	200	AF 13869	serviteur funéraire momiforme
cl010014033	404		
cl010014034	404		
cl010014035	200	AF 13354	figurine
cl010014036	200	E 499	amulette
cl010014037	200	E 10725	statue
cl010014038	200	N 3357; IM 4230	sarcophage de scarabée
cl010014039	200	N 3418 ?; AF 281	figurine
cl010014040	200	AF 554; AF 3201 ?; Salt n°3771	statue
cl010014041	200	AF 460; AF 1569	statue
cl010014042	200	AF 1640	figurine
cl010014043	200	N 98; A 97; Durand n°4	statue théophore
cl010014044	200	E 2750; N 3645 ?; Clot bey C 33 n°22	figurine
cl010014045	200	N 3545 B; AF 2941	statue
cl010014046	200	N 1583; Salt n°3342	statue
cl010014047	200	N 2310; Salt n°3799	statue de couple
cl010014048	200	N 3565; Drovetti n°287	statue ; figurine
cl010014049	200	N 3572	figurine
cl010014050	200	E 4698	*CROC* amulette
cl010014051	404		
cl010014052	200	AF 13415 ERR	statue ; figurine
cl010014053	404		
cl010014054	200	E 248 ?; N 4159 B; Clot bey C 22 n°103 ?	figurine
cl010014055	200	AF 13577; IM 3153; S 1868	serviteur funéraire momiforme
cl010014056	200	AF 13569	serviteur funéraire momiforme
cl010014057	200	IM 3171; S 1809	serviteur funéraire momiforme
cl010014058	200	AF 13571; S 1848	serviteur funéraire momiforme
cl010014059	404		
cl010014060	200	E 33900	serviteur funéraire momiforme
cl010014061	200	E 8064; AF 744	statuette ; figurine
cl010014062	200	E 195; N 2891 D; Clot bey C 22 N°49	figurine d'Osiris à l'obélisque  ; cercueil d'animal
cl010014063	200	E 172; N 2891 C; Clot bey C 22 N°14	figurine d'Osiris à l'obélisque ; élément momifié
cl010014064	200	E 2707; N 2891 B; Clot bey C 32 n°4	figurine d'Osiris à l'obélisque
cl010014065	200	N 3690	amulette
cl010014066	200	E 21033; MG 3534	figurine
cl010014067	200	AF 110	statue cube
cl010014068	200	E 35604	figurine féminine
cl010014069	200	AF 9812	figurine de fils d'Horus
cl010014070	200	N 3045 2	vase plastique ; figurine
cl010014071	200	E 11009	coupe
cl010014072	200	AF 640	scarabée de cœur
cl010014073	200	AF 639	scarabée de cœur
cl010014074	200	AF 636	scarabée ; scarabée de cœur
cl010014075	200	AF 632	scarabée ; scarabée de cœur
cl010014076	200	AF 631	scarabée de cœur
cl010014077	200	N 2808	scarabée de cœur
cl010014078	200	E 4050	scarabée de cœur
cl010014079	200	E 3546; Fould n°291	scarabée de cœur
cl010014080	200	E 3543; Fould n°284; Anastasi n°160	scarabée de cœur
cl010014081	200	E 5657	scarabée de cœur
cl010014082	200	E 5668 (?); E 5666 (?)	scarabée de cœur
cl010014083	200	N 2807; LP 36	scarabée de cœur
cl010014084	200	E 17626 ?; MG 127 ?	scarabée de cœur
cl010014085	200	Durand n°476	scarabée de cœur
cl010014086	200	Durand n°680 ?	scarabée de cœur
cl010014087	200	N 2798 A	scarabée de cœur
cl010014088	200	N 2773 A; LP 1622; Mimaut n°383	scarabée de cœur
cl010014089	200	E 3370	scarabée de cœur
cl010014090	200	AF 634; Durand n°475; ED 180 ?	scarabée de cœur
cl010014091	200	N 2780 B; E 1073; Clot bey C 21 P n°99	scarabée de cœur
cl010014092	200	N 2798 B; E 1077 (?); Clot bey C 21 P n°103	scarabée de cœur
cl010014093	404		
cl010014094	404		
cl010014095	200	Durand n°487; ED 193	scarabée de cœur
cl010014096	200	N 2798 ?; Salt n°3218 ?	scarabée de cœur
cl010014097	200	E 12681; El. 22	statuette
cl010014098	200	E 12716; El. 53	statue
cl010014099	200	E 11150	statuette
cl010014100	200	E 12683; AF 2826; El. 24	statue
cl010014101	200	E 11577	statue
cl010014102	200	E 14218	statue
cl010014103	200	N 5234 97	serviteur funéraire
cl010014104	200	N 5234 101	serviteur funéraire
cl010014105	404		
cl010014106	200	N 5234 99	serviteur funéraire
cl010014107	200	N 5234 98	serviteur funéraire
cl010014108	404		
cl010014109	200	E 4544; 1467	figurine
cl010014110	404		
cl010014111	200	E 24710	pot à kohol à collerette plate ; couvercle de vase
cl010014112	200	E 24746	vase
cl010014113	200	E 24747; OT 492	jarre
cl010014114	200	E 24742	jarre
cl010014115	200	E 317 B; N 1773; Clot bey C 22 n°231	étui à kohol  ; miroir
cl010014116	200	E 317 C; N 1789; Clot bey C 22 n°232	étui à kohol  ; miroir
cl010014117	200	E 3218; Anastasi n°873	cuiller à fard
cl010014118	200	N 1665; Salt n°804	cuiller à fard ; coupelle
cl010014119	200	E 3678; OT 72	cuiller à fard ; coupelle
cl010014120	200	N 1318; Drovetti n°465	cuiller à fard ; coupelle
cl010014121	200	E 3216; Anastasi n°871	cuiller à fard
cl010014122	200	E 317 D; N 1799; Clot bey C 22 n°233	cuiller à fard
cl010014123	200	E 235; N 1753; Clot bey C 22 n°86	cuiller à fard en cartouche ; coupelle ; boîte à couvercle pivotant
cl010014124	200	N 1727; LP 337; Gastard n° 71	cuiller à fard à cuilleron cartouche
cl010014125	200	N 1722	cuiller à fard
cl010014126	200	E 3377; E 3311 ERR	figurine ; aryballe ; vase plastique
cl010014127	200	E 206; N 1352; Clot bey C 22 n°56	étui à kohol simple ; kohol
cl010014128	200	E 700; N 1355 C; Clot bey C 16 n°51	étui à kohol simple
cl010014129	200	N 1364 ERR; 143316 MNW; SE 36-37 170	étui à kohol
cl010014130	200	E 11048 C	étui à kohol simple ; kohol
cl010014131	200	N 1358 G; Salt n°584	peigne simple à dos à nœuds
cl010014132	200	N 1358 B; Salt n°586	peigne simple à dos à nœuds
cl010014133	200	E 228; N 1357 A; 143291 MNW; Clot bey C 22 n°80	peigne double
cl010014134	200	N 1357 B; 143290 MNW; Salt n°585	peigne double
cl010014135	200	E 13720	amulette
cl010014136	200	N 4558; Drovetti n°49	amulette
cl010014137	200	N 3699 ?	amulette
cl010014138	404		
cl010014139	200	Salt n°1775 ?	amulette
cl010014140	200	AF 9431	amulette
cl010014141	404		
cl010014142	404		
cl010014143	200	N 4233; Durand n°1283	amulette
cl010014144	200	N 4233	amulette
cl010014145	200	N 3874	amulette
cl010014146	200	E 15687	figurine
cl010014147	200	E 13662 C	amulette
cl010014148	200	E 13662 B	amulette
cl010014149	200	E 13662 A	amulette
cl010014150	200	N 4161 13	amulette
