institution_id,museum,city,country,official_collection_url,crocodile_mummies_confirmed,minimum_confirmed_objects,possible_additional_holdings,inventory_numbers_known,evidence_type,evidence_urls,scholarly_catalogue,online_images,image_license,api_available,iiif_available,confidence,date_checked,notes,x_museum_original_name,x_object_rows,x_object_rows_confirmed,x_stated_counts,x_api_url,x_iiif_url,x_agents
INST-GB-012,Cuming Museum (Southwark Heritage),London,GB,https://heritage.southwark.gov.uk/,YES,1,"C07374 'Mummy': glass bottle containing bitumen from a mummified crocodile (embalming-material sample, 60 x 26 x 26 mm) https://heritage.southwark.gov.uk/objects/9270/mummy",C00405,OFFICIAL_DB,https://heritage.southwark.gov.uk/objects/9728/mummy; https://heritage.southwark.gov.uk/objects/9270/mummy,UNKNOWN,YES,Copyright © Southwark Heritage | Copyright © Southwark Heritage (no licence stated),NO,UNKNOWN,CONFIRMED,2026-09-24,"Cuming Museum building closed after 2013 fire; collection managed by Southwark Heritage. eMuseum keyword 'crocodile' and 'Sobek' return 0 (description not indexed); 'mummy' returns 14 (incl. ibis C07377, hawk C14079, mummia C00465).",UNKNOWN,1,1,UNKNOWN,UNKNOWN,UNKNOWN,uk_south
INST-GB-013,Fitzwilliam Museum,Cambridge,GB,https://data.fitzmuseum.cam.ac.uk/,YES,2,UNKNOWN,E.1.1894; E.70.1911 (pseudo-mummy); E.70.1911,OFFICIAL_DB; OFFICIAL_API,https://data.fitzmuseum.cam.ac.uk/id/object/49399; https://data.fitzmuseum.cam.ac.uk/id/object/51297; https://data.fitzmuseum.cam.ac.uk/search/results?query=crocodile+mummy&operator=AND,'Roman Egyptomania' pp. 160-161 cited for E.1.1894,YES,The low-resolution images published on this Website are made available under a Creative Commons Attribution licence (CC BY-NC-ND); metadata CC0 | Low-resolution images: Creative Commons CC BY-NC-ND (site terms 'Images: CC-BY-NC-ND'); metadata CC0 | Low-resolution images: Creative Commons CC BY-NC-ND (site terms); metadata CC0,YES,UNKNOWN,CONFIRMED,2026-09-24,"8 queries (crocodile mummy, mummified crocodile, reptile mummy, animal mummy, crocodile [177 hits, titles screened], Sobek, crocodile egg, Kom Ombo). E.1.1894 transferred from University Museum of Zoology, Cambridge (1894) — lead for the Museum of Zoology.",UNKNOWN,2,2,UNKNOWN,https://data.fitzmuseum.cam.ac.uk/id/object/<priref>?format=json,UNKNOWN,portals_world
INST-GB-014,Glasgow Museums (Glasgow Life),Glasgow,GB,https://collections.glasgowmuseums.com/,YES,2,"Keyword 'crocodile' = 125 results (106 objects, 16 natural history) - only the 'crocodile mummy'/'mummified crocodile' subsets checked; objects titled e.g. 'animal mummy' not checked.","1902.116.bi; 1904.14.ax.1; 1904.14.ax.[2]; (plus 2 further 'crocodile tooth' records, ids 109383, 109384, not opened)",OFFICIAL_DB,https://collections.glasgowmuseums.com/mwebcgi/mweb?request=record; id=67307; type=101; id=109381; id=109382,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,mweb requires cookies set by a JS stub; scripts/glasgow_mweb.py and glasgow_record.py reproduce the search.,Glasgow Museums (Kelvingrove / Glasgow Museums Resource Centre),2,2,UNKNOWN,UNKNOWN,UNKNOWN,uk_north
INST-GB-005,Manchester Museum,Manchester,GB,https://museumcollections.manchester.ac.uk/,YES,3,"'MM9, 1772' crocodile (provenance unknown) cited by Porcier et al. 2019 JAS from McKnight et al. 2015b; Atherton-Woolham 2015 Hawara crocodiles | Curator blog (egyptmanchester.wordpress.com, 16 July 2015) states 'the Manchester collection contains several crocodile mummies' from Petrie's Hawara excavations 1888-89 and illustrates 'EA 19/2' baby crocodile; blog 30 June 2012 reports CT of a crocodile mummy with a blow to the head; search snippet of McKnight et al. 2024 cites Manchester crocodile Accession no. 1772; blog 2025 notes Garnett brothers donated 'a crocodile (possibly mummified)' with Asru to the Manchester Natural History Society. Atherton-Woolham 2015 (CRE 2014) on Hawara crocodiles not accessible.","7892; 12008 (cited MM_7892, MM_12008); AEABB071 (Bio Bank ref.); 1772 (unverified); EA 19/2 (unverified); 12008; 1772; EA 19/2",PEER_REVIEWED; SECONDARY,https://mdpi-res.com/d_attachment/heritage/heritage-08-00415/article_deploy/heritage-08-00415.pdf; https://hal.science/hal-03487884/document; https://doi.org/10.12697/poa.2014.23.1.01; https://egyptmanchester.wordpress.com/2015/07/16/investigating-animal-mummies-i-crocodiles-at-hawara/; https://egyptmanchester.wordpress.com/2012/06/30/curators-diary-30612-ct-scanning-asru-and-a-crocodile-mummy/,McKnight 2010 BAR IS 2175; McKnight & Atherton-Woolham 2015 Gifts for the Gods | McKnight 2010 (BAR IS 2175); Atherton-Woolham 2015 (CRE 2014: 181-193); McKnight & Atherton-Woolham (eds) 2015 Gifts for the Gods (Liverpool UP),YES,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,"uk_north agent | Official collection DB museumcollections.manchester.ac.uk is behind a Cloudflare challenge (403 for curl and WebFetch) - could not search it. Main site search (www.museum.manchester.ac.uk/search?q=crocodile) only returns the 'Gifts for the Gods' exhibition page mentioning crocodile mummies generically. Home institution of the Ancient Egyptian Animal Bio Bank; 'Gifts for the Gods' exhibition 2015-16 (then Kelvingrove Glasgow 2016, World Museum Liverpool 2016-17).",Manchester Museum (The University of Manchester),5,3,UNKNOWN,UNKNOWN,UNKNOWN,literature;uk_north
INST-GB-007,"Natural History Museum, London (NHMUK)",London,GB,https://data.nhm.ac.uk/dataset/collection-specimens; https://data.nhm.ac.uk/,YES,1,"Skulls only (not described as mummified): 1911.8.15.1 (Hawara, Fayum; donor 'F Petrie'), 1889.9.20.1 (Lower Egypt; Petrie). Mounted skin 2021.6412 (Egypt; Sir John Gardner Wilkinson). Other Egyptian C. niloticus: 1851.7.17.16, 1865.3.16.3, 1869.6.29.1-2, 1920.3.19.1, 1977.445, 2021.6410 (no mummy indication). | Petrie's Hawara crocodile material in LS Reptiles: 1976.290, 1976.291 (skull, partial skin, loose teeth, Hawara, Fayum), 1911.8.15.1 (skull, Hawara), 1889.9.20.1 (skull, Lower Egypt) - partial skin suggests mummy-derived remains, but records do not say mummified. Also c. 60 Egyptian bird mummies (not relevant).","1977.448 (mummified, no data); 1976.290 and 1976.291 (Hawara, Petrie; skull, partial skin, loose teeth); 1977.448 (mummified Crocodylus niloticus); 1977.448; 1976.290; 1976.291",OFFICIAL_API; NATIONAL_PORTAL; MONOGRAPH; OFFICIAL_DB,https://data.nhm.ac.uk/api/3/action/datastore_search?resource_id=05ff2255-c38a-40c9-b657-4ccb55ab2feb&q=mummified&limit=5; https://data.nhm.ac.uk/api/3/action/datastore_search?resource_id=05ff2255-c38a-40c9-b657-4ccb55ab2feb&filters=%7B%22catalogNumber%22%3A%221976.290%22%7D; https://www.sidestone.com/openaccess/9789088907722.pdf; https://data.nhm.ac.uk/object/bedf285f-432f-470d-87ef-613b66fe8bcb; https://data.nhm.ac.uk/api/3/action/datastore_search?resource_id=05ff2255-c38a-40c9-b657-4ccb55ab2feb&q=Crocodylus%20niloticus,Whitehead & Keates 1981 The British Museum (Natural History) p. 73; Anderson & Antoine 2019 p. 32,NO,UNKNOWN,YES,UNKNOWN,CONFIRMED,2026-09-24,Zoology (LS Reptiles) holdings only; Egyptological crocodile mummies at the British Museum are a separate institution. 1977.448 is explicitly 'mummified' but lacks locality; Hawara specimens have archaeological provenance but no 'mummy' wording -> PROBABLE. data.nhm.ac.uk/object pages 403 to scripted access; API works. | One Kom Ombo crocodile mummy (de Morgan gift 1895) viewed by Anderson & Antoine courtesy of reptile curator. Natural-history collection - check NHM Data Portal. | PROBABLE: the only 'mummified' crocodile record lacks locality; Egyptian origin inferred neither by DB nor by us. Needs curator query (LS Reptiles).,Natural History Museum,4,1,UNKNOWN,https://data.nhm.ac.uk/api/3/action/datastore_search?resource_id=05ff2255-c38a-40c9-b657-4ccb55ab2feb,UNKNOWN,biodiversity;literature;uk_south
INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",London,GB,https://collections.ucl.ac.uk/,YES,4,"UC6984 (Lahun, probably): 'Remains of young crocodiles, dried, not mummified, 19 skulls' - excluded as not mummified; UC71609 fragmentary crocodile(?) skull (bone) and UC28257I crocodile teeth (Hawara) excluded. Petrie's Hawara 'crocodile cemetery' and Lahun excavations may have yielded more material distributed elsewhere. | UC6984 'Remains of young crocodiles, dried, not mummified, 19 skulls...' (Lahun) excluded as explicitly not mummified; UC71609 fragmentary crocodile(?) skull (bone) excluded. UC71082: palm-stick slips 'found broken up in the wrappings of mummy crocodiles, Hawara' (associated find, not a mummy).","UC6985; UC55008; UC6986; UC71994; UC71664; UC71664 (probable); UC80633i-ii (cartonnage, class E); UC80633i-ii",OFFICIAL_DB; OFFICIAL_API,https://collections.ucl.ac.uk/Details/petrie/17409; https://collections.ucl.ac.uk/Details/petrie/68332; https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=description%3Dcrocodile*&output=json; https://collections.ucl.ac.uk/Details/petrie/17411; https://collections.ucl.ac.uk/Details/petrie/56955; https://collections.ucl.ac.uk/Details/petrie/83244,"Stevenson (ed.) 2015, The Petrie Museum of Egyptian Archaeology: Characters and Collections, p.70 (UC55008)",YES,CC BY-NC-SA 4.0 | CC BY-NC-SA license (UCL Collections Online) | CC BY-NC-SA 4.0 (per UCL Collections Online results page) | CC BY-NC-SA license (as shown in UCL results list),YES,NO,CONFIRMED,2026-09-24,"Found via Lahun/Hawara reverse lookup. 245 records match description=crocodile*; screened object_category for animal remains/mummies. UCL Grant Museum of Zoology (zoology db) has no Egyptian crocodile mummy (only Australian C. porosus skull with mummified skin). | Full-text search 'crocodile' = 245 hits (230 harvested and triaged by category), plus 'crocodile mummy', 'reptile', 'Sobek' (113), 'animal mummy' (30). Lahun is the main provenance of crocodile material.",UNKNOWN,6,4,UNKNOWN,https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=description%3Dcrocodile*&output=json&xmltype=grouped (open Adlib wwwopac API); https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=...&output=json,UNKNOWN,toponyms;uk_south
INST-GB-009,"Science Museum Group (Science Museum, Wellcome collection)",London,GB,https://collection.sciencemuseumgroup.org.uk/,YES,1,"none found: searches 'crocodile' (120 results), 'mummy crocodile', 'animal mummy' return only co84634 as crocodile mummy",A634913,OFFICIAL_DB,https://collection.sciencemuseumgroup.org.uk/objects/co84634/mummy-of-a-crocodile-egypt-2000-1001-bce,UNKNOWN,YES,CC BY-NC-SA 4.0,YES,UNKNOWN,CONFIRMED,2026-09-24,Object from Sir Henry Wellcome's Museum Collection; physical location not stated (SMG stores much Wellcome material off-site).,UNKNOWN,1,1,UNKNOWN,https://collection.sciencemuseumgroup.org.uk/search?q=... with Accept: application/json (403 to curl this session),UNKNOWN,uk_south
INST-GB-010,Touchstones Rochdale,Rochdale,GB,UNKNOWN,YES,2,UNKNOWN,AEABB137; AEABB140 (Bio Bank refs; museum numbers not published in source read),PEER_REVIEWED,https://doi.org/10.12697/poa.2014.23.1.01,Atherton-Woolham & McKnight 2014 (Papers on Anthropology 23(1)),YES,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,No online collection database found (yourtrustrochdale.co.uk venue pages only). Two crocodile-shaped bundles CT-scanned 2011 at Manchester Royal Infirmary.,"Touchstones Rochdale (Your Trust, Rochdale)",2,2,UNKNOWN,UNKNOWN,UNKNOWN,uk_north
INST-GB-011,World Museum (National Museums Liverpool),Liverpool,GB,https://www.liverpoolmuseums.org.uk/search,YES,33,"Items titled 'Animal Mummy' without the word crocodile could hide more (Solr 'animal mummy' = 1622 hits, not all checked). Bio Bank recorded Liverpool's 'extensive collection' (blog 2014-02-11).","56.21.512; 56.21.513; 56.21.514; 56.21.515; 56.21.517; 56.21.518; 56.21.537; 56.21.545; M13642.1-.8; M14289 (AEABB743); 56.22.223; 13.12.05.33; 16.11.06.153; 16.11.06.159; 16.4.61.15; 1973.4.152; 1976.159.270; eggs 16.11.06.155/.156/.157/.160/.161, 25.11.05.65; fragments 52.55.56, 56.22.405a-e; pseudo-mummy 52.55.48; M13642.7; M13642.8; M13642.2; M13642.4; M13642.6; 16.11.06.161; M13642.3; M13642.5; M13642.1; 25.11.05.65; M14289; 16.11.06.155; 16.11.06.157; 16.11.06.156; 16.11.06.160; 52.55.56; 52.55.48; 56.22.405a; 56.22.405b; 56.22.405c; 56.22.405d; 56.22.405e",OFFICIAL_DB; OFFICIAL_API,https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-5; https://index.liverpoolmuseums.org.uk/select?wt=json&q=tm_X3b_en_title_2:(crocodile)^2%20OR%20tm_X3b_en_aggregated_field:(crocodile)&fq=(ss_type:collection%20OR%20ss_type:artifact)&rows=200; https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact?filter%5Bfield_number%5D=M14289; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-7; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-0; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-7; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-8; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-0; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-2; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-8; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-2; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-1; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-11; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-6; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-4; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-6; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-3; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-3; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-9; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-3; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-5; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles-1; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodiles; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-4; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-4; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-10; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-0; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-2; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg-1; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-egg; https://www.liverpoolmuseums.org.uk/artifact/crocodile-mummy-fragments; https://www.liverpoolmuseums.org.uk/artifact/pseudo-mummified-crocodile; https://www.liverpoolmuseums.org.uk/artifact/mummified-crocodile-9; https://www.liverpoolmuseums.org.uk/artifact/crocodile-tooth; https://www.liverpoolmuseums.org.uk/artifact/crocodile-osteoderm-0; https://www.liverpoolmuseums.org.uk/artifact/crocodile-tooth-0; https://www.liverpoolmuseums.org.uk/artifact/crocodile-osteoderm; https://www.liverpoolmuseums.org.uk/artifact/animal-mummy-wrappings,van der Plas (ed.) 2001 Egyptian Treasures in Europe vol. 4 (NMGM Liverpool); Bienkowski & Tooley 1995 Gifts of the Nile; Cooke 2015 'Auctions and air-raids' in McKnight & Atherton-Woolham (eds) Gifts for the Gods; Gatty 1879 Mayer Collection catalogue,YES,"Photo credit line 'Courtesy of National Museums Liverpool, World Museum'; no open licence stated | Credit line: Courtesy of National Museums Liverpool, World Museum (no licence stated)",YES,NO,CONFIRMED,2026-09-24,"33 object rows: 22 crocodile mummies (A 16, B 2, C 4, D 1... see objects), 6 egg records (F EGG), 2 fragment groups (D), 1 pseudo-mummy (F). Many came from Norwich Castle Museum (sold 1956: Manby, Woodward/Belzoni, Chester, Dawson, Proctor-Beauchamp), Gilstrap Museum Newark (1952, Petrie Kafr Ammar), Cheltenham College (1975), Wellcome (1971), Garstang's Esna excavations (1905-06), Mayer (1867). Scripts: scripts/nml_solr.py, scripts/nml_jsonapi.py; raw/nml_crocodile_jsonapi.jsonl.","World Museum, Liverpool",33,33,UNKNOWN,"https://content.liverpoolmuseums.org.uk/jsonapi/node/artifact (Drupal JSON:API, public); https://index.liverpoolmuseums.org.uk/select (Solr)",UNKNOWN,uk_north
INST-HU-001,"Museum of Fine Arts, Budapest",Budapest,HU,https://www.szepmuveszeti.hu/mutargyak/14576/,NO,0,UNKNOWN,UNKNOWN (online object IDs 14576 'Krokodilmúmia' and 14577 'Krokodil múmia' seen only as search-engine result titles),SECONDARY,https://www.szepmuveszeti.hu/mutargyak/14576/; https://www.szepmuveszeti.hu/mutargyak/14577/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNVERIFIED,2026-09-24,"Official object pages exist per search-engine titles ('Krokodilmúmia – Szépművészeti Múzeum', 'Krokodil múmia – Szépművészeti Múzeum') but every szepmuveszeti.hu and mfab.hu URL returns HTTP 451 (Cloudflare) from this environment; no Wayback snapshot. Resume by opening those two URLs from an unblocked network. Very likely CONFIRMED once opened.",Szépművészeti Múzeum,0,0,UNKNOWN,UNKNOWN,UNKNOWN,central_east_europe
INST-HU-002,Savaria Museum,Szombathely,HU,https://savariamuseum.blog.hu/2021/08/26/aldozat_a_nilus_istenenek?token=24d6625551e435ae8089c494a960c3b1,NO,0,UNKNOWN,UNKNOWN,SECONDARY,https://savariamuseum.blog.hu/2021/08/26/aldozat_a_nilus_istenenek?token=24d6625551e435ae8089c494a960c3b1,UNKNOWN,YES,UNKNOWN,NO,NO,UNVERIFIED,2026-09-24,"Museum's own blog (hosted on blog.hu, so treated as blog/candidate): 'alig 20 cm hosszú krokodilmúmia', baby crocodile from the Gothard brothers' Egyptian collection, displayed in the Iseum Savariense exhibition, Ptolemaic; linen remains on the head. Upgrade to PROBABLE/CONFIRMED if an official-domain or catalogue source is found.",Savaria Múzeum (Szombathely),1,0,"1 (Museum blog post (Horváth Bianka, 26 Aug 2021)) [central_east_europe]",UNKNOWN,UNKNOWN,central_east_europe
INST-IT-001,Museo Archeologico Nazionale di Firenze (Museo Egizio di Firenze),Firenze,IT,https://museoarcheologiconazionaledifirenze.wordpress.com/,YES,12,"None known beyond the 12; Cat. 12 (inv. 4744, unidentified mummy end) thought cat/dog",2647; 2648; 2649; 2650; 2651; 2652; 2653; 14294; 14295; 14296; 14297; 14298,THESIS; OFFICIAL_WEBPAGE,https://etd.adm.unipi.it/theses/available/etd-10162014-102043/unrestricted/Tesi___Versione_finale.pdf; https://museoarcheologiconazionaledifirenze.wordpress.com/tag/coccodrillo/,Tezzele 2014; Schiaparelli 1887 (Catalogo generale ... antichità egizie); Del Francia and Guidotti 1993 (Strozzi Sacrati collection),YES,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,"No online collection DB for the Egyptian section found; national ICCD catalogue has no crocodile mummy records. Crocodiles from Rosellini (Franco-Tuscan expedition 1828-29), Ricci collection (1832) and Strozzi Sacrati collection (1992). Official museum site museoarcheologiconazionaledifirenze.it not checked for further records.",Museo Archeologico Nazionale di Firenze - Sezione Egizia (Museo Egizio di Firenze),12,12,12 crocodile mummies (Tezzele 2014 Cat. 15-26) among 65 animal mummies (Tezzele 2014 (Univ. Pisa MA thesis); 65 animal mummies also stated on MAF official blog 2018) [southern_europe],UNKNOWN,UNKNOWN,southern_europe
INST-IT-002,Museo Civico di Modena (Museo Civico Archeologico Etnologico),Modena,IT,https://www.museocivicomodena.it/,YES,3,"PatER (Emilia-Romagna regional catalogue) has at least one individual card 'mummia/ coccodrillo, Museo Civico Archeologico Etnologico, età greco-romana' (id_card=229798) - found only via search engine, site returns 403 so not opened; search snippets say one specimen still wrapped in original coarse strip. Another PatER card (id_card=229629, 'Dettaglio Scheda RA') snippet mentions a crocodile skull with plant-fibre cord - holding institution unverified.",UNKNOWN,OFFICIAL_WEBPAGE,https://www.museocivicomodena.it/it/attivita/scuole-1/mae3-egitto-insegnanti.pdf; https://www.comune.modena.it/salastampa/archivio-comunicati-stampa/2019/1/storie-degitto-per-riscoprire-la-raccolta-egiziana-dei-civici; https://www.comune.modena.it/salastampa/archivio-comunicati-stampa/2019/2/storie-degitto-2-2013-storia-della-raccolta-egizia-modenese,UNKNOWN (Museo Egizio library lists 'La storia della collezione egizia del Museo Archeologico Civico di Modena' - not consulted),YES,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,"Official PDF: Pietro Tacchini (astronomer, in Egypt 1882 for eclipse observed at Sohag) received from Licurgo Santoni (director of Posts of Egypt and Nubia) a mummy head and three small embalmed crocodiles, donated to the Museum of Modena. 'I tre piccoli coccodrilli provengono da una località vicina ad Assiut, il villaggio di el-Maabda sulla riva est del Nilo'. PDF includes a photo captioned 'I tre piccoli coccodrilli donati a Pietro Tacchini da Licurgo Santoni'. No individual object rows written (no inventory numbers accessible; PatER blocked).",Museo Civico di Modena - Museo Civico Archeologico Etnologico,3,3,"3 ('tre piccoli coccodrilli imbalsamati') (Museo Civico di Modena, teachers' dossier 'Storie d'Egitto. La riscoperta della raccolta egiziana del Museo Civico' (PDF, exhibition 16 Feb 2018 [sic] - 7 Jun 2020); Comune di Modena press releases 2019) [southern_europe]",UNKNOWN,UNKNOWN,southern_europe
INST-IT-003,Museo di Storia Naturale di Venezia Giancarlo Ligabue,Venezia,IT,https://msn.visitmuve.it/,YES,2,UNKNOWN,MSNVE-6863; MSNVE-6864,OFFICIAL_WEBPAGE; PEER_REVIEWED,https://www.visitmuve.it/capolavoro/sacerdotessa-dei-coccodrilli/; https://msn.visitmuve.it/wp-content/uploads/2013/06/Boll59_17_Reggiani.pdf,Reggiani 2009,YES,UNKNOWN,NO,UNKNOWN,CONFIRMED,2026-09-24,Miani collection (from cave opposite Manfalut / el-Mahada = Maabda). No searchable online collection database found.,Museo di Storia Naturale di Venezia Giancarlo Ligabue (Fondazione Musei Civici di Venezia - MUVE),2,2,"2 crocodile mummies (Reggiani 2009, Boll. Mus. civ. St. nat. Venezia 59, pp. 151-156; MUVE page 'Sacerdotessa dei coccodrilli') [southern_europe]",UNKNOWN,UNKNOWN,southern_europe
INST-IT-004,Museo Egizio,Turin,IT,https://collezioni.museoegizio.it/it-IT/search?action=s&description=coccodrillo; https://collezioni.museoegizio.it/,YES,25,"Turin holds >120 animal mummies (Oliva & Borla 2019); Fabretti, Rossi & Lanzone 1882: 332-340 | Historic Drovetti inventory (Documenti inediti III, 1880, pp. 260-261) lists '1. Crocodile embaumé' and '79. Crocodile embaumé, au quel il manque la queue' - identification with current objects ongoing (Moiso and Montonati, RiME, forthcoming), per Ikram et al. 2024. Online DB covers only >4,000 of c. 40,000 objects. | Ikram, Aicardi & Facchetti 2024 (Studi del Museo Egizio 5) catalogues crocodiles pp. c.335-350; items from Anti/Bagnani Tebtynis excavations came to Turin via Museo Nazionale Romano (sculptures documented; crocodile mummies from Tebtynis not identified in DB - all DB crocodile mummies have provenance 'Ignota' or 'Luxor / Tebe (?)')",Cat. 2351/02; Cat. 2351/1; Cat. 2351/2; Cat. 2353/1 (10); Cat. 2353/2 (11); Provv. 1443; Provv. 1444; Provv. 1447; Provv. 1458/1 (8); Provv. 1458/2 (9); Provv. 1458/3 (12); Provv. 1461/1 (15); Provv. 1461/2 (16); Provv. 1461/3 (17); Provv. 1462 (5); Suppl. 9483/2; Cat. 2351/01; Cat. 2353/10; Cat. 2353/11; Provv. 1458/n.8; Provv. 1458/n.9; Provv. 1458/n.12; Provv. 1461/n.16; Provv. 1462; Provv. 1515/03 (bird bundle with crocodile skin fragment); P. 1458/12; Provv. 1458/1; Provv. 1458/2; Provv. 1458/3; Provv. 1461/1; Provv. 1461/2; Provv. 1461/3; Cat. 2353/1; Cat. 2353/2; Provv. 1515/03,MONOGRAPH; OFFICIAL_DB; OFFICIAL_CATALOGUE; PEER_REVIEWED,https://www.sidestone.com/openaccess/9789088907722.pdf; https://collezioni.museoegizio.it/it-IT/material/Cat_2351_01/; https://collezioni.museoegizio.it/it-IT/material/Cat_2351_02/; https://shop.museoegizio.it/media/fcp/pdf/9788857020136a.pdf; https://collezioni.museoegizio.it/it-IT/search/?action=s&description=mummia%20di%20coccodrillo; https://collezioni.museoegizio.it/it-IT/material/Cat_2353_10; https://collezioni.museoegizio.it/it-IT/material/Cat_2351_02; https://collezioni.museoegizio.it/it-IT/material/Provv_1443/; https://collezioni.museoegizio.it/it-IT/material/Provv_1443; https://collezioni.museoegizio.it/it-IT/material/Provv_1444/; https://collezioni.museoegizio.it/it-IT/material/Provv_1444; https://collezioni.museoegizio.it/it-IT/material/Provv_1447/; https://collezioni.museoegizio.it/it-IT/material/Provv_1447; https://collezioni.museoegizio.it/it-IT/material/Provv_1458_n_8/; https://collezioni.museoegizio.it/it-IT/material/Provv_1458_n_9/; https://collezioni.museoegizio.it/it-IT/material/Provv_1458_n_12/; https://collezioni.museoegizio.it/it-IT/material/Provv_1461_n_16/; https://collezioni.museoegizio.it/it-IT/material/Provv_1462/; https://collezioni.museoegizio.it/it-IT/material/Provv_1462; https://collezioni.museoegizio.it/it-IT/material/Cat_2353_10/; https://collezioni.museoegizio.it/it-IT/material/Cat_2353_11/; https://collezioni.museoegizio.it/it-IT/material/S_9483_02/; https://collezioni.museoegizio.it/it-IT/material/Cat_2351_01; https://collezioni.museoegizio.it/it-IT/material/Cat_2353_11; https://collezioni.museoegizio.it/it-IT/material/Provv_1458_n_8; https://collezioni.museoegizio.it/it-IT/material/Provv_1458_n_9; https://collezioni.museoegizio.it/it-IT/material/Provv_1458_n_12; https://collezioni.museoegizio.it/it-IT/material/Provv_1461_n_16; https://collezioni.museoegizio.it/it-IT/material/Provv_1515_03,"Fabretti, Rossi & Lanzone 1882; Oliva & Borla 2019 | Ikram, Aicardi, Facchetti (eds.), The Animal Mummies of the Museo Egizio, Turin (Studi del Museo Egizio 5), 2024 | Ikram, S., Aicardi, S., Facchetti, F. 2024. The animal mummies of the Museo Egizio, Turin (Studi del Museo Egizio 5). Torino/Modena.",YES,CC0 Public Domain (site meta: 'Le immagini sono liberamente scaricabili e riutilizzabili con licenza Creative Commons CC0 Public Domain') | CC0 1.0 (Creative Commons Public Domain Dedication icon on image download links) | CC0 1.0 (per CC icon on download link) | CC0 Public Domain (Museo Egizio online collection statement),NO,UNKNOWN,CONFIRMED,2026-09-24,"southern_europe agent to check collection online | Search results embedded as JSON ('listaRisultati') in the HTML search page - no public API found. Online inventory numbers differ in format from catalogue (e.g. online 'Provv. 1458/n.12' = catalogue 'Provv. 1458/3 (other number: 12)'; online 'Cat. 2353/10' = catalogue 'Cat. 2353/1 (other number: 10)'). Images flagged 'Contenuto potenzialmente sensibile'. | Search by description 'mummia di coccodrillo' = 14 hits (13 crocodile items + 1 papyrus). Title-field search returns 0; use description field. Only Cat. 2353/10 and 2353/11 have a site provenance (Luxor/Thebes (?), Drovetti purchase 1824). Recorded by toponyms agent (Thebes reverse lookup); southern_europe agent likely duplicates.",Museo Egizio (Fondazione Museo delle Antichità Egizie di Torino),25,25,"15 catalogue entries of crocodile mummies/parts (cat. Nos. 149-163) in the 2024 animal-mummy catalogue; 13 of them online (Ikram, Aicardi, Facchetti (eds.), The Animal Mummies of the Museo Egizio, Turin, 2024, ch. 8.12, pp. 334-351) [southern_europe]",UNKNOWN,UNKNOWN,literature;southern_europe;toponyms
